pop_diffs_2050,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect
16.039239212531072,50,10,0,5.0,1.0,0.0
0.0,40,10,10,0.0,0.47,0.0
15.274057894697478,65,0,10,5.0,5.0,0.5
0.528523997455693,40,20,20,5.0,0.0,1.5
0.0,65,20,0,0.0,0.0,0.0
13.99461218403809,65,10,0,5.0,1.0,1.5
0.0,65,20,20,0.0,0.0,0.0
20.817730820892223,50,0,0,5.0,5.0,0.0
0.0,40,10,10,0.0,0.0,0.54
5.984451080337237,50,10,20,5.0,0.0,0.0
3.183043482022015,65,0,10,1.0,1.0,0.5
6.8202761741698055,40,20,0,5.0,1.0,0.0
16.510525782231866,40,10,0,5.0,5.0,1.5
1.2420645922381937,65,10,20,1.0,1.0,0.0
0.0,65,0,10,0.0,0.0,0.0
0.129224923605534,40,20,20,1.0,5.0,0.0
0.0,50,0,20,0.0,5.0,0.0
0.528523997455693,40,20,20,5.0,5.0,0.0
18.502043179165582,40,0,10,5.0,5.0,0.5
0.0,65,0,0,0.0,5.0,0.0
16.510525782231866,40,10,0,5.0,1.0,1.5
0.129224923605534,40,20,20,1.0,0.0,1.5
11.831719742573398,40,10,10,5.0,5.0,0.5
0.5181843897274803,50,20,20,5.0,0.0,1.5
1.5948333559007892,40,20,0,1.0,1.0,0.0
5.0912165534100495e-05,50,0,20,0.0,0.0,0.5
2.9747543752978913,65,10,0,1.0,1.0,1.5
6.683292680356885,50,20,0,5.0,1.0,1.5
3.183043482022015,65,0,10,1.0,5.0,0.5
3.923420194570326,40,0,10,1.0,1.0,0.5
3.8991087325334206,40,0,10,1.0,1.0,0.0
4.332457913184442,50,0,0,1.0,5.0,0.0
0.0,50,20,20,0.0,1.0,0.0
2.6404944402625574,40,10,10,1.0,1.0,0.5
11.543628471942212,50,10,10,5.0,1.0,0.5
21.828372380468068,40,0,0,5.0,1.0,0.5
15.274057894697478,65,0,10,5.0,1.0,0.5
1.5591164745213746,50,20,0,1.0,5.0,1.5
6.176832352201188,40,10,10,2.5,2.5,0.6
15.274057894697478,65,0,10,5.0,0.0,0.5
0.1265264668553527,50,20,20,1.0,5.0,1.5
6.0520379681585155,65,20,0,5.0,0.0,0.0
0.528523997455693,40,20,20,5.0,5.0,1.5
0.0,50,0,0,0.0,5.0,0.0
0.4705296746155341,65,20,20,5.0,0.0,0.0
0.0,65,10,10,0.0,0.0,1.5
0.0,50,10,20,0.0,0.0,0.0
5.0912165534100495e-05,50,0,20,0.0,1.0,0.5
0.0,40,20,0,0.0,1.0,0.0
0.129224923605534,40,20,20,1.0,1.0,1.5
16.510525782231866,40,10,0,5.0,0.0,1.5
15.274057894697478,65,0,10,5.0,0.0,0.0
3.1494897070077172,50,0,20,1.0,5.0,0.0
0.0,40,20,0,0.0,5.0,0.0
17.396104050848237,65,0,0,5.0,1.0,1.5
1.5948333559007892,40,20,0,1.0,1.0,0.5
5.295541360034576,65,10,20,5.0,0.0,0.5
0.2322716529814101,65,20,10,1.0,5.0,1.5
3.7419814512851985,50,0,10,1.0,5.0,1.5
6.0520379681585155,65,20,0,5.0,1.0,0.5
3.1494897070077172,50,0,20,1.0,1.0,0.0
0.0,40,20,10,0.0,5.0,0.5
0.0,65,0,20,0.0,0.0,1.5
20.81856587184967,50,0,0,5.0,5.0,0.5
3.608914044998244,65,0,0,1.0,1.0,0.0
3.608914044998244,65,0,0,1.0,5.0,1.5
0.0,50,20,10,0.0,1.0,0.5
1.420148585850825,65,20,0,1.0,5.0,0.5
0.0,40,0,10,0.0,5.0,0.0
17.86777244491907,50,0,10,5.0,1.0,1.5
1.3009191263993216,40,10,10,0.5,0.5,0.5
6.138514851689308,40,10,20,5.0,0.0,0.0
4.333282572559767,50,0,0,1.0,1.0,0.5
0.0,50,0,0,0.0,1.0,0.0
4.333282572559767,50,0,0,1.0,0.0,0.5
4.332457913184442,50,0,0,1.0,1.0,0.0
0.0,40,10,20,0.0,5.0,1.5
17.86777244491907,50,0,10,5.0,0.0,1.5
0.0,50,10,0,0.0,5.0,0.0
0.0418128382010536,40,0,20,0.0,5.0,1.5
0.0,65,0,0,0.0,1.0,0.0
0.0,65,0,20,0.0,1.0,1.5
5.295541360034576,65,10,20,5.0,5.0,0.0
0.0,50,10,20,0.0,1.0,1.5
0.528523997455693,40,20,20,5.0,1.0,0.0
1.5948333559007892,40,20,0,1.0,0.0,0.5
17.396104050848237,65,0,0,5.0,0.0,1.5
1.5948333559007892,40,20,0,1.0,5.0,0.0
0.9453539087260197,65,20,10,5.0,1.0,0.0
14.601554659172962,50,0,20,5.0,1.0,0.5
11.831719742573398,40,10,10,5.0,5.0,0.0
0.0,50,20,0,0.0,0.0,1.5
0.0,40,0,20,0.0,0.0,0.0
13.99461218403809,65,10,0,5.0,5.0,0.0
0.0,40,10,0,0.0,0.0,1.5
0.4705296746155341,65,20,20,5.0,1.0,0.5
3.1495406191731945,50,0,20,1.0,5.0,0.5
0.0,50,10,10,0.0,0.0,0.5
0.0,40,20,20,0.0,5.0,1.5
0.0,65,0,10,0.0,0.0,0.5
12.665416968657324,65,0,20,5.0,1.0,0.0
0.1160092787874305,65,20,20,1.0,5.0,0.5
10.25480501972379,65,10,10,5.0,1.0,1.5
0.0,65,0,10,0.0,1.0,0.5
0.0,65,10,0,0.0,5.0,1.5
0.4705296746155341,65,20,20,5.0,0.0,0.5
2.2832021187064697,65,10,10,1.0,5.0,1.5
0.0,40,10,0,0.0,1.0,1.5
0.0243111438915661,40,0,10,0.0,5.0,0.5
3.265665725859776,40,0,20,1.0,0.0,0.0
6.176832352201188,40,10,10,2.5,0.0,0.0
14.601554659172962,50,0,20,5.0,0.0,0.5
1.4337502756598042,40,10,20,1.0,1.0,1.5
12.665416968657324,65,0,20,5.0,1.0,1.5
0.0,50,20,0,0.0,0.0,0.0
0.0,65,0,0,0.0,0.0,1.5
3.307478858872116,40,0,20,1.0,1.0,1.5
0.0,65,10,20,0.0,1.0,0.5
1.3009191263993216,40,10,10,0.5,0.0,0.0
6.138514851689308,40,10,20,5.0,5.0,1.5
0.0,40,0,0,0.0,0.0,0.0
0.0003962278694302,50,0,10,0.0,0.0,1.5
3.5417576866999525,40,10,0,1.0,0.0,0.0
2.729257431586632,65,0,20,1.0,5.0,1.5
15.0919965031826,40,0,20,5.0,5.0,1.5
0.0,65,20,10,0.0,0.0,1.5
0.0,50,0,10,0.0,0.0,0.0
0.0,40,20,0,0.0,5.0,0.5
3.741585216201884,50,0,10,1.0,0.0,0.0
0.0,65,20,10,0.0,1.0,1.5
12.665416968657324,65,0,20,5.0,5.0,0.0
0.0,40,10,0,0.0,0.0,0.0
0.0003962278694302,50,0,10,0.0,1.0,1.5
3.307478858872116,40,0,20,1.0,0.0,1.5
0.0,65,0,0,0.0,1.0,1.5
12.665416968657324,65,0,20,5.0,0.0,1.5
0.0008217586180876,50,0,0,0.0,5.0,0.5
5.984451080337237,50,10,20,5.0,0.0,1.5
1.4337502756598042,40,10,20,1.0,0.0,1.5
0.2533071103750899,50,20,10,1.0,1.0,0.5
2.9747543752978913,65,10,0,1.0,1.0,0.0
0.0008217586180876,50,0,0,0.0,1.0,0.5
0.257175936122735,40,10,10,0.1,0.6,0.0
0.0,65,0,0,0.0,5.0,1.5
0.2322716529814101,65,20,10,1.0,5.0,0.0
2.6404944402625574,40,10,10,1.0,1.0,0.0
0.0003962278694302,50,0,10,0.0,5.0,1.5
6.138514851689308,40,10,20,5.0,0.0,1.5
0.2658886050032834,65,5,5,0.09,0.08,0.0
21.628450960790246,40,0,0,5.0,0.0,0.0
2.729257431586632,65,0,20,1.0,0.0,1.5
15.0919965031826,40,0,20,5.0,0.0,1.5
17.867376189495133,50,0,10,5.0,0.0,0.0
0.0,40,20,0,0.0,1.0,0.5
0.0,40,20,10,0.0,0.0,0.0
0.0,65,0,20,0.0,5.0,0.0
0.0,40,20,0,0.0,0.0,0.5
2.729257431586632,65,0,20,1.0,1.0,1.5
0.0,50,10,0,0.0,0.0,0.5
6.138514851689308,40,10,20,5.0,1.0,1.5
1.3936247708081169,50,10,20,1.0,1.0,1.5
0.0,40,10,10,0.0,1.0,0.0
12.665416968657324,65,0,20,5.0,5.0,1.5
0.0008217586180876,50,0,0,0.0,0.0,0.5
1.4337502756598042,40,10,20,1.0,5.0,1.5
5.984451080337237,50,10,20,5.0,5.0,1.5
0.0,40,10,10,0.0,1.0,0.5
15.0501825533795,40,0,20,5.0,0.0,0.0
0.0,50,20,0,0.0,5.0,1.5
0.3346186683579617,40,10,10,0.13,0.0,0.0
0.0,40,10,0,0.0,5.0,1.5
0.0,40,20,20,0.0,0.0,1.5
3.1495406191731945,50,0,20,1.0,0.0,0.5
0.0,65,0,20,0.0,1.0,0.0
0.0,65,0,10,0.0,5.0,0.5
11.543628471942212,50,10,10,5.0,1.0,0.0
0.0,65,10,10,0.0,0.0,0.0
2.729257431586632,65,0,20,1.0,1.0,0.0
0.0,65,10,0,0.0,0.0,1.5
3.1495406191731945,50,0,20,1.0,1.0,0.5
0.0,40,20,20,0.0,1.0,1.5
2.2832021187064697,65,10,10,1.0,0.0,1.5
0.0243111438915661,40,0,10,0.0,0.0,0.5
14.601554659172962,50,0,20,5.0,5.0,0.5
0.0,40,10,10,0.0,0.0,0.5
10.25480501972379,65,10,10,5.0,0.0,0.5
0.1160092787874305,65,20,20,1.0,5.0,1.5
0.0,40,10,0,0.0,5.0,0.0
0.0,50,10,10,0.0,0.0,0.0
0.0,65,0,10,0.0,0.0,1.5
3.741585216201884,50,0,10,1.0,5.0,0.0
0.6791750932003424,40,0,0,0.0,0.0,1.5
12.665416968657324,65,0,20,5.0,0.0,0.0
3.149687822745875,50,0,20,1.0,5.0,1.5
0.0,50,10,10,0.0,0.0,1.5
0.0,40,20,20,0.0,5.0,0.5
0.2533071103750899,50,20,10,1.0,1.0,0.0
0.0,40,10,0,0.0,0.0,0.5
1.2811122628150429,40,8,8,0.41,0.72,0.0
0.0,50,20,0,0.0,0.0,0.5
0.0,50,20,20,0.0,1.0,0.5
14.60170186783074,50,0,20,5.0,1.0,1.5
0.0,40,10,10,0.0,5.0,1.5
14.60170186783074,50,0,20,5.0,0.0,1.5
0.0836256764019935,40,0,10,0.0,5.0,1.5
0.4705296746155341,65,20,20,5.0,0.0,1.5
0.0,40,10,0,0.0,1.0,0.5
0.0,50,20,10,0.0,1.0,0.0
0.0,50,20,0,0.0,5.0,0.0
0.0,50,10,10,0.0,1.0,1.5
0.0,50,0,10,0.0,5.0,0.0
10.25480501972379,65,10,10,5.0,1.0,0.0
0.0,65,0,10,0.0,1.0,1.5
0.0,40,0,0,0.0,5.0,0.0
2.5656001084409468,50,10,10,1.0,0.0,0.0
10.25480501972379,65,10,10,5.0,1.0,0.5
0.0,65,20,10,0.0,0.0,0.5
0.0,50,0,10,0.0,1.0,0.0
2.729257431586632,65,0,20,1.0,5.0,0.5
0.2587041469788005,40,20,10,1.0,0.0,1.5
6.138514851689308,40,10,20,5.0,5.0,0.5
3.5417576866999525,40,10,0,1.0,1.0,0.0
1.0406858909605037,50,20,10,5.0,0.0,1.5
0.0001018243310682,50,0,10,0.0,0.0,0.5
3.265665725859776,40,0,20,1.0,5.0,0.0
0.0,65,0,0,0.0,0.0,0.5
12.665416968657324,65,0,20,5.0,1.0,0.5
1.4337502756598042,40,10,20,1.0,1.0,0.5
0.0,65,20,0,0.0,0.0,1.5
13.99461218403809,65,10,0,5.0,0.0,0.0
5.984451080337237,50,10,20,5.0,0.0,0.5
1.4337502756598042,40,10,20,1.0,0.0,0.5
0.0032072856764102,50,0,0,0.0,5.0,1.5
12.665416968657324,65,0,20,5.0,0.0,0.5
1.5591164745213746,50,20,0,1.0,1.0,0.0
0.0,65,0,0,0.0,1.0,0.5
3.2778213773416383,40,0,20,1.0,0.0,0.5
11.831719742573398,40,10,10,5.0,0.0,0.0
0.0,40,0,20,0.0,5.0,0.0
0.0,65,10,20,0.0,0.0,1.5
0.0001018243310682,50,0,10,0.0,1.0,0.5
0.0,40,10,0,0.0,1.0,0.0
0.0,40,20,0,0.0,5.0,1.5
3.741585216201884,50,0,10,1.0,1.0,0.0
17.867376189495133,50,0,10,5.0,1.0,0.0
0.0,40,20,0,0.0,1.0,1.5
0.0,65,20,10,0.0,5.0,0.5
0.4444443790417836,65,5,5,0.15,0.13,0.0
2.729257431586632,65,0,20,1.0,0.0,0.5
0.0,50,10,0,0.0,1.0,1.5
1.0406858909605037,50,20,10,5.0,5.0,1.5
0.0001018243310682,50,0,10,0.0,5.0,0.5
21.628450960790246,40,0,0,5.0,1.0,0.0
6.138514851689308,40,10,20,5.0,0.0,0.5
0.0,65,0,0,0.0,5.0,0.5
6.683292680356885,50,20,0,5.0,1.0,0.0
0.0032072856764102,50,0,0,0.0,1.0,1.5
0.0,65,20,0,0.0,5.0,1.5
0.2533071103750899,50,20,10,1.0,1.0,1.5
1.0613669527014054,40,20,10,5.0,1.0,1.5
1.4337502756598042,40,10,20,1.0,5.0,0.5
11.831719742573398,40,10,10,5.0,5.0,0.6
5.984451080337237,50,10,20,5.0,5.0,0.5
0.0032072856764102,50,0,0,0.0,0.0,1.5
12.665416968657324,65,0,20,5.0,5.0,0.5
3.2778213773416383,40,0,20,1.0,5.0,0.5
15.0501825533795,40,0,20,5.0,5.0,0.0
0.0,65,10,20,0.0,5.0,1.5
6.138514851689308,40,10,20,5.0,1.0,0.5
1.3936247708081169,50,10,20,1.0,1.0,0.5
16.510525782231866,40,10,0,5.0,1.0,0.0
2.729257431586632,65,0,20,1.0,1.0,0.5
0.0,50,10,0,0.0,0.0,1.5
15.062338427491795,40,0,20,5.0,1.0,0.5
0.0,40,20,0,0.0,0.0,1.5
0.1160092787874305,65,20,20,1.0,0.0,1.5
16.510525782231866,40,10,0,5.0,5.0,0.0
0.6791750932003424,40,0,0,0.0,5.0,1.5
0.0,65,0,20,0.0,0.0,0.0
0.0,65,0,10,0.0,5.0,1.5
2.2832021187064697,65,10,10,1.0,1.0,0.0
0.0,40,20,20,0.0,0.0,0.5
3.149687822745875,50,0,20,1.0,0.0,1.5
2.2832021187064697,65,10,10,1.0,1.0,0.5
0.0,40,10,0,0.0,5.0,0.5
15.0501825533795,40,0,20,5.0,1.0,0.0
0.0,50,20,0,0.0,5.0,0.5
0.0,65,20,10,0.0,0.0,0.0
14.60170186783074,50,0,20,5.0,5.0,1.5
0.2322716529814101,65,20,10,1.0,0.0,0.0
0.0,40,10,10,0.0,0.0,1.5
0.0836256764019935,40,0,10,0.0,0.0,1.5
0.4705296746155341,65,20,20,5.0,5.0,1.5
3.149687822745875,50,0,20,1.0,1.0,1.5
0.0,40,20,20,0.0,1.0,0.5
17.867376189495133,50,0,10,5.0,5.0,0.0
2.729257431586632,65,0,20,1.0,0.0,0.0
0.0,40,20,10,0.0,5.0,0.0
21.628450960790246,40,0,0,5.0,5.0,0.0
0.0,65,20,20,0.0,5.0,0.0
20.817730820892223,50,0,0,5.0,0.0,0.0
0.0,40,10,20,0.0,1.0,0.0
0.0,40,10,20,0.0,1.0,0.5
1.420148585850825,65,20,0,1.0,0.0,1.5
1.2420645922381937,65,10,20,1.0,1.0,1.5
6.8202761741698055,40,20,0,5.0,0.0,1.5
3.608914044998244,65,0,0,1.0,0.0,0.5
0.0,65,20,0,0.0,5.0,0.0
20.82099111593601,50,0,0,5.0,0.0,1.5
0.0,65,0,20,0.0,5.0,0.5
0.0,65,0,10,0.0,5.0,0.0
3.741687040532895,50,0,10,1.0,0.0,0.5
0.129224923605534,40,20,20,1.0,0.0,0.0
0.0,50,10,20,0.0,5.0,0.5
0.232271652981467,65,20,10,1.0,0.0,0.5
5.984451080337237,50,10,20,5.0,5.0,0.0
17.396104050848237,65,0,0,5.0,5.0,0.5
3.741687040532895,50,0,10,1.0,1.0,0.5
6.0520379681585155,65,20,0,5.0,5.0,1.5
0.0,40,20,20,0.0,0.0,0.0
3.183043482022015,65,0,10,1.0,5.0,0.0
14.601503747007428,50,0,20,5.0,0.0,0.0
20.82099111593601,50,0,0,5.0,1.0,1.5
17.396104050848237,65,0,0,5.0,0.0,0.0
3.419663475376069,50,10,0,1.0,5.0,1.5
1.420148585850825,65,20,0,1.0,5.0,0.0
3.608914044998244,65,0,0,1.0,1.0,0.5
0.0121555719458115,40,0,20,0.0,0.0,0.5
0.0,50,20,10,0.0,5.0,1.5
17.867478013826087,50,0,10,5.0,5.0,0.5
0.0,40,10,20,0.0,0.0,0.5
1.4337502756598042,40,10,20,1.0,1.0,0.0
16.039239212531072,50,10,0,5.0,1.0,1.5
4.335676820032177,50,0,0,1.0,5.0,1.5
0.1160092787874305,65,20,20,1.0,5.0,0.0
13.99461218403809,65,10,0,5.0,0.0,0.5
0.528523997455693,40,20,20,5.0,1.0,0.5
3.5417576866999525,40,10,0,1.0,0.0,0.5
1.4337502756598042,40,10,20,1.0,5.0,0.0
3.183043482022015,65,0,10,1.0,0.0,1.5
6.229731653064448,40,10,10,2.52,0.0,0.0
2.5656001084409468,50,10,10,1.0,0.0,1.5
0.0001981139348004,50,0,20,0.0,5.0,1.5
11.831719742573398,40,10,10,5.0,0.0,1.5
0.129224923605534,40,20,20,1.0,5.0,0.5
0.0,65,20,20,0.0,5.0,1.5
3.183043482022015,65,0,10,1.0,1.0,0.0
18.56136094945424,40,0,10,5.0,1.0,1.5
0.0,65,0,10,0.0,1.0,0.0
11.831719742573398,40,10,10,5.0,1.0,1.5
6.8202761741698055,40,20,0,5.0,0.0,0.0
3.183043482022015,65,0,10,1.0,1.0,1.5
3.9827355881841418,40,0,10,1.0,5.0,1.5
0.0,40,10,20,0.0,5.0,0.0
0.528523997455693,40,20,20,5.0,0.0,0.5
22.31952109360128,40,0,0,5.0,5.0,1.5
15.274057894697478,65,0,10,5.0,5.0,1.5
1.5591164745213746,50,20,0,1.0,1.0,0.5
15.274057894697478,65,0,10,5.0,1.0,1.5
0.0256509270290621,40,10,10,0.01,0.02,0.5
2.6404944402625574,40,10,10,1.0,1.0,1.5
13.99461218403809,65,10,0,5.0,5.0,0.5
5.221458484405616,40,0,0,1.0,5.0,1.5
1.3936247708081169,50,10,20,1.0,1.0,0.0
3.183043482022015,65,0,10,1.0,5.0,1.5
6.683292680356885,50,20,0,5.0,1.0,0.5
11.831719742573398,40,10,10,5.0,5.0,1.5
0.129224923605534,40,20,20,1.0,0.0,0.5
0.0001981139348004,50,0,20,0.0,0.0,1.5
2.9747543752978913,65,10,0,1.0,1.0,0.5
1.5948333559007892,40,20,0,1.0,0.0,0.0
0.0,65,20,20,0.0,0.0,1.5
16.510525782231866,40,10,0,5.0,1.0,0.5
5.295541360034576,65,10,20,5.0,0.0,0.0
15.274057894697478,65,0,10,5.0,1.0,0.0
16.510525782231866,40,10,0,5.0,0.0,0.5
0.0,65,20,20,0.0,1.0,1.5
5.335557333293991,65,10,10,2.5,2.5,0.6
1.0639524195911465,40,10,10,0.41,0.72,0.0
0.0,40,20,0,0.0,0.0,0.0
0.0001981139348004,50,0,20,0.0,1.0,1.5
0.129224923605534,40,20,20,1.0,1.0,0.5
0.0,40,10,10,0.0,0.5,0.0
0.3346186683579617,40,10,10,0.13,0.47,0.54
0.0,40,0,10,0.0,0.0,0.0
6.138514851689308,40,10,20,5.0,5.0,0.0
0.0,65,10,10,0.0,0.0,0.5
0.4705296746155341,65,20,20,5.0,1.0,0.0
6.0520379681585155,65,20,0,5.0,1.0,0.0
0.528523997455693,40,20,20,5.0,5.0,0.5
0.5158419972111687,40,10,10,0.2,0.7,0.0
15.274057894697478,65,0,10,5.0,0.0,1.5
22.31952109360128,40,0,0,5.0,0.0,1.5
4.335676820032177,50,0,0,1.0,1.0,1.5
0.0,50,0,0,0.0,0.0,0.0
6.138514851689308,40,10,20,5.0,1.0,0.0
0.4705296746155341,65,20,20,5.0,5.0,0.0
17.867478013826087,50,0,10,5.0,1.0,0.5
6.8202761741698055,40,20,0,5.0,5.0,1.5
0.9453539087260197,65,20,10,5.0,1.0,0.5
3.608914044998244,65,0,0,1.0,5.0,0.5
6.0520379681585155,65,20,0,5.0,5.0,0.0
0.0,40,10,10,0.0,2.5,0.0
20.82099111593601,50,0,0,5.0,5.0,1.5
3.608914044998244,65,0,0,1.0,0.0,0.0
0.0,65,0,20,0.0,0.0,0.5
15.274057894697478,65,0,10,5.0,5.0,0.0
0.0,50,10,20,0.0,0.0,0.5
3.741687040532895,50,0,10,1.0,5.0,0.5
3.1494897070077172,50,0,20,1.0,0.0,0.0
0.0,40,10,10,0.0,0.0,0.6
1.5948333559007892,40,20,0,1.0,1.0,1.5
0.2322716529814101,65,20,10,1.0,5.0,0.5
0.0,50,10,20,0.0,5.0,0.0
17.396104050848237,65,0,0,5.0,1.0,0.5
1.1224792818929927,65,10,10,0.5,0.5,0.5
17.396104050848237,65,0,0,5.0,0.0,0.5
5.295541360034576,65,10,20,5.0,1.0,1.5
1.5948333559007892,40,20,0,1.0,0.0,1.5
0.0,50,0,20,0.0,0.0,0.0
0.528523997455693,40,20,20,5.0,0.0,0.0
6.0520379681585155,65,20,0,5.0,0.0,1.5
3.419663475376069,50,10,0,1.0,0.0,1.5
0.0,65,0,20,0.0,1.0,0.5
0.0,65,0,0,0.0,0.0,0.0
1.1428028253278055,40,10,10,0.44,0.0,0.0
0.0,40,10,20,0.0,5.0,0.5
0.0,50,20,10,0.0,0.0,1.5
17.867478013826087,50,0,10,5.0,0.0,0.5
4.335676820032177,50,0,0,1.0,0.0,1.5
4.332457913184442,50,0,0,1.0,0.0,0.0
